stn_id,date,variable,value,X5,X6,X7,X8
ASN00086071,20130525,TMIN,79,NA,NA,a,NA
ASN00086071,20130526,TMAX,163,NA,NA,a,NA
ASN00086071,20130526,TMIN,111,NA,NA,a,NA
ASN00086071,20130527,TMAX,157,NA,NA,a,NA
ASN00086071,20130527,TMIN,117,NA,NA,a,NA
ASN00086071,20130527,PRCP,0,NA,NA,a,NA
ASN00086071,20130528,TMAX,183,NA,NA,a,NA
ASN00086071,20130528,TMIN,52,NA,NA,a,NA
ASN00086071,20130528,PRCP,0,NA,NA,a,NA
ASN00086071,20130529,TMAX,189,NA,NA,a,NA
ASN00086071,20130529,TMIN,72,NA,NA,a,NA
ASN00086071,20130529,PRCP,0,NA,NA,a,NA
ASN00086071,20130530,TMAX,157,NA,NA,a,NA
ASN00086071,20130530,TMIN,121,NA,NA,a,NA
ASN00086071,20130530,PRCP,12,NA,NA,a,NA
ASN00086071,20130531,TMAX,186,NA,NA,a,NA
ASN00086071,20130531,TMIN,140,NA,NA,a,NA
ASN00086071,20130531,PRCP,92,NA,NA,a,NA
ASN00086071,20130601,TMAX,163,NA,NA,a,NA
ASN00086071,20130601,TMIN,137,NA,NA,a,NA
ASN00086071,20130602,TMAX,178,NA,NA,a,NA
ASN00086071,20130602,TMIN,103,NA,NA,a,NA
ASN00086071,20130603,TMAX,158,NA,NA,a,NA
ASN00086071,20130603,TMIN,103,NA,NA,a,NA
ASN00086071,20130603,PRCP,2,NA,NA,a,NA
ASN00086071,20130604,TMAX,153,NA,NA,a,NA
ASN00086071,20130604,TMIN,118,NA,NA,a,NA
ASN00086071,20130604,PRCP,6,NA,NA,a,NA
ASN00086071,20130605,TMAX,142,NA,NA,a,NA
ASN00086071,20130605,TMIN,120,NA,NA,a,NA
ASN00086071,20130605,PRCP,0,NA,NA,a,NA
ASN00086071,20130606,TMAX,173,NA,NA,a,NA
ASN00086071,20130606,TMIN,125,NA,NA,a,NA
ASN00086071,20130606,PRCP,0,NA,NA,a,NA
ASN00086071,20130607,TMAX,159,NA,NA,a,NA
ASN00086071,20130607,TMIN,109,NA,NA,a,NA
ASN00086071,20130607,PRCP,170,NA,NA,a,NA
ASN00086071,20130608,TMAX,161,NA,NA,a,NA
ASN00086071,20130608,TMIN,49,NA,NA,a,NA
ASN00086071,20130609,TMAX,143,NA,NA,a,NA
ASN00086071,20130609,TMIN,61,NA,NA,a,NA
ASN00086071,20130610,TMAX,164,NA,NA,a,NA
ASN00086071,20130610,TMIN,68,NA,NA,a,NA
ASN00086071,20130611,TMAX,149,NA,NA,a,NA
ASN00086071,20130611,TMIN,97,NA,NA,a,NA
ASN00086071,20130611,PRCP,0,NA,NA,a,NA
ASN00086071,20130612,TMAX,135,NA,NA,a,NA
ASN00086071,20130612,TMIN,94,NA,NA,a,NA
ASN00086071,20130612,PRCP,4,NA,NA,a,NA
ASN00086071,20130613,TMAX,130,NA,NA,a,NA
ASN00086071,20130613,TMIN,108,NA,NA,a,NA
ASN00086071,20130613,PRCP,98,NA,NA,a,NA
ASN00086071,20130614,TMAX,156,NA,NA,a,NA
ASN00086071,20130614,TMIN,110,NA,NA,a,NA
ASN00086071,20130614,PRCP,102,NA,NA,a,NA
ASN00086071,20130615,TMAX,148,NA,NA,a,NA
ASN00086071,20130615,TMIN,97,NA,NA,a,NA
ASN00086071,20130616,TMAX,149,NA,NA,a,NA
ASN00086071,20130616,TMIN,93,NA,NA,a,NA
ASN00086071,20130617,TMAX,121,NA,NA,a,NA
ASN00086071,20130617,TMIN,72,NA,NA,a,NA
ASN00086071,20130617,PRCP,12,NA,NA,a,NA
ASN00086071,20130618,TMAX,159,NA,NA,a,NA
ASN00086071,20130618,TMIN,85,NA,NA,a,NA
ASN00086071,20130618,PRCP,16,NA,NA,a,NA
ASN00086071,20130619,TMAX,150,NA,NA,a,NA
ASN00086071,20130619,TMIN,48,NA,NA,a,NA
ASN00086071,20130619,PRCP,0,NA,NA,a,NA
ASN00086071,20130620,TMAX,152,NA,NA,a,NA
ASN00086071,20130620,TMIN,23,NA,NA,a,NA
ASN00086071,20130620,PRCP,0,NA,NA,a,NA
ASN00086071,20130621,TMAX,154,NA,NA,a,NA
ASN00086071,20130621,TMIN,32,NA,NA,a,NA
ASN00086071,20130621,PRCP,0,NA,NA,a,NA
ASN00086071,20130622,TMAX,148,NA,NA,a,NA
ASN00086071,20130622,TMIN,29,NA,NA,a,NA
ASN00086071,20130622,PRCP,0,NA,NA,a,NA
ASN00086071,20130623,TMAX,142,NA,NA,a,NA
ASN00086071,20130623,TMIN,15,NA,NA,a,NA
ASN00086071,20130623,PRCP,0,NA,NA,a,NA
ASN00086071,20130624,TMAX,121,NA,NA,a,NA
ASN00086071,20130624,TMIN,21,NA,NA,a,NA
ASN00086071,20130624,PRCP,0,NA,NA,a,NA
ASN00086071,20130625,TMAX,172,NA,NA,a,NA
ASN00086071,20130625,TMIN,40,NA,NA,a,NA
ASN00086071,20130625,PRCP,0,NA,NA,a,NA
ASN00086071,20130626,TMAX,175,NA,NA,a,NA
ASN00086071,20130626,TMIN,29,NA,NA,a,NA
ASN00086071,20130626,PRCP,0,NA,NA,a,NA
ASN00086071,20130627,TMAX,176,NA,NA,a,NA
ASN00086071,20130627,TMIN,47,NA,NA,a,NA
ASN00086071,20130627,PRCP,0,NA,NA,a,NA
ASN00086071,20130628,TMAX,169,NA,NA,a,NA
ASN00086071,20130628,TMIN,67,NA,NA,a,NA
ASN00086071,20130628,PRCP,0,NA,NA,a,NA
ASN00086071,20130629,TMAX,145,NA,NA,a,NA
ASN00086071,20130629,TMIN,67,NA,NA,a,NA
ASN00086071,20130629,PRCP,0,NA,NA,a,NA
ASN00086071,20130630,TMAX,183,NA,NA,a,NA
ASN00086071,20130630,TMIN,54,NA,NA,a,NA
ASN00086071,20130630,PRCP,0,NA,NA,a,NA
ASN00086071,20130701,TMAX,181,NA,NA,a,NA
ASN00086071,20130701,TMIN,74,NA,NA,a,NA
ASN00086071,20130701,PRCP,0,NA,NA,a,NA
ASN00086071,20130702,TMAX,192,NA,NA,a,NA
ASN00086071,20130702,TMIN,127,NA,NA,a,NA
ASN00086071,20130702,PRCP,16,NA,NA,a,NA
ASN00086071,20130703,TMAX,160,NA,NA,a,NA
ASN00086071,20130703,TMIN,99,NA,NA,a,NA
ASN00086071,20130703,PRCP,0,NA,NA,a,NA
ASN00086071,20130704,TMAX,163,NA,NA,a,NA
ASN00086071,20130704,TMIN,96,NA,NA,a,NA
ASN00086071,20130704,PRCP,0,NA,NA,a,NA
ASN00086071,20130705,TMAX,139,NA,NA,a,NA
ASN00086071,20130705,TMIN,90,NA,NA,a,NA
ASN00086071,20130705,PRCP,4,NA,NA,a,NA
ASN00086071,20130706,TMAX,162,NA,NA,a,NA
ASN00086071,20130706,TMIN,94,NA,NA,a,NA
ASN00086071,20130707,TMAX,136,NA,NA,a,NA
ASN00086071,20130707,TMIN,63,NA,NA,a,NA
ASN00086071,20130708,TMAX,151,NA,NA,a,NA
ASN00086071,20130708,TMIN,43,NA,NA,a,NA
ASN00086071,20130708,PRCP,24,NA,NA,a,NA
ASN00086071,20130709,TMAX,145,NA,NA,a,NA
ASN00086071,20130709,TMIN,31,NA,NA,a,NA
ASN00086071,20130709,PRCP,0,NA,NA,a,NA
ASN00086071,20130710,TMAX,152,NA,NA,a,NA
ASN00086071,20130710,TMIN,31,NA,NA,a,NA
ASN00086071,20130710,PRCP,0,NA,NA,a,NA
ASN00086071,20130711,TMAX,160,NA,NA,a,NA
ASN00086071,20130711,TMIN,42,NA,NA,a,NA
ASN00086071,20130711,PRCP,0,NA,NA,a,NA
ASN00086071,20130712,TMAX,175,NA,NA,a,NA
ASN00086071,20130712,TMIN,59,NA,NA,a,NA
ASN00086071,20130712,PRCP,0,NA,NA,a,NA
ASN00086071,20130713,TMAX,151,NA,NA,a,NA
ASN00086071,20130713,TMIN,80,NA,NA,a,NA
ASN00086071,20130714,TMAX,161,NA,NA,a,NA
ASN00086071,20130714,TMIN,108,NA,NA,a,NA
ASN00086071,20130715,TMAX,195,NA,NA,a,NA
ASN00086071,20130715,TMIN,125,NA,NA,a,NA
ASN00086071,20130715,PRCP,12,NA,NA,a,NA
ASN00086071,20130716,TMAX,167,NA,NA,a,NA
ASN00086071,20130716,TMIN,106,NA,NA,a,NA
ASN00086071,20130716,PRCP,0,NA,NA,a,NA
ASN00086071,20130717,TMAX,182,NA,NA,a,NA
ASN00086071,20130717,TMIN,105,NA,NA,a,NA
ASN00086071,20130717,PRCP,0,NA,NA,a,NA
ASN00086071,20130718,TMAX,233,NA,NA,a,NA
ASN00086071,20130718,TMIN,129,NA,NA,a,NA
ASN00086071,20130718,PRCP,0,NA,NA,a,NA
ASN00086071,20130719,TMAX,170,NA,NA,a,NA
ASN00086071,20130719,TMIN,143,NA,NA,a,NA
ASN00086071,20130719,PRCP,70,NA,NA,a,NA
ASN00086071,20130720,TMAX,97,NA,NA,a,NA
ASN00086071,20130720,TMIN,79,NA,NA,a,NA
ASN00086071,20130721,TMAX,111,NA,NA,a,NA
ASN00086071,20130721,TMIN,57,NA,NA,a,NA
ASN00086071,20130722,TMAX,143,NA,NA,a,NA
ASN00086071,20130722,TMIN,64,NA,NA,a,NA
ASN00086071,20130722,PRCP,0,NA,NA,a,NA
ASN00086071,20130723,TMAX,139,NA,NA,a,NA
ASN00086071,20130723,TMIN,80,NA,NA,a,NA
ASN00086071,20130723,PRCP,32,NA,NA,a,NA
ASN00086071,20130724,TMAX,144,NA,NA,a,NA
ASN00086071,20130724,TMIN,106,NA,NA,a,NA
ASN00086071,20130724,PRCP,0,NA,NA,a,NA
ASN00086071,20130725,TMAX,124,NA,NA,a,NA
ASN00086071,20130725,TMIN,41,NA,NA,a,NA
ASN00086071,20130725,PRCP,0,NA,NA,a,NA
ASN00086071,20130726,TMAX,151,NA,NA,a,NA
ASN00086071,20130726,TMIN,78,NA,NA,a,NA
ASN00086071,20130726,PRCP,6,NA,NA,a,NA
ASN00086071,20130727,TMAX,141,NA,NA,a,NA
ASN00086071,20130727,TMIN,93,NA,NA,a,NA
ASN00086071,20130728,TMAX,182,NA,NA,a,NA
ASN00086071,20130728,TMIN,105,NA,NA,a,NA
ASN00086071,20130729,TMAX,195,NA,NA,a,NA
ASN00086071,20130729,TMIN,122,NA,NA,a,NA
ASN00086071,20130729,PRCP,50,NA,NA,a,NA
ASN00086071,20130730,TMAX,162,NA,NA,a,NA
ASN00086071,20130730,TMIN,103,NA,NA,a,NA
ASN00086071,20130730,PRCP,22,NA,NA,a,NA
ASN00086071,20130731,TMAX,157,NA,NA,a,NA
ASN00086071,20130731,TMIN,36,NA,NA,a,NA
ASN00086071,20130731,PRCP,0,NA,NA,a,NA
ASN00086071,20130801,TMAX,148,NA,NA,a,NA
ASN00086071,20130801,TMIN,52,NA,NA,a,NA
ASN00086071,20130801,PRCP,0,NA,NA,a,NA
ASN00086071,20130802,TMAX,139,NA,NA,a,NA
ASN00086071,20130802,TMIN,77,NA,NA,a,NA
ASN00086071,20130802,PRCP,0,NA,NA,a,NA
ASN00086071,20130803,TMAX,129,NA,NA,a,NA
ASN00086071,20130803,TMIN,72,NA,NA,a,NA
ASN00086071,20130804,TMAX,141,NA,NA,a,NA
ASN00086071,20130804,TMIN,83,NA,NA,a,NA
ASN00086071,20130805,TMAX,161,NA,NA,a,NA
ASN00086071,20130805,TMIN,94,NA,NA,a,NA
ASN00086071,20130805,PRCP,14,NA,NA,a,NA
ASN00086071,20130806,TMAX,168,NA,NA,a,NA
ASN00086071,20130806,TMIN,110,NA,NA,a,NA
ASN00086071,20130806,PRCP,62,NA,NA,a,NA
ASN00086071,20130807,TMAX,137,NA,NA,a,NA
ASN00086071,20130807,TMIN,69,NA,NA,a,NA
ASN00086071,20130807,PRCP,8,NA,NA,a,NA
ASN00086071,20130808,TMAX,154,NA,NA,a,NA
ASN00086071,20130808,TMIN,70,NA,NA,a,NA
ASN00086071,20130808,PRCP,158,NA,NA,a,NA
ASN00086071,20130809,TMAX,117,NA,NA,a,NA
ASN00086071,20130809,TMIN,83,NA,NA,a,NA
ASN00086071,20130809,PRCP,64,NA,NA,a,NA
ASN00086071,20130810,TMAX,183,NA,NA,a,NA
ASN00086071,20130810,TMIN,88,NA,NA,a,NA
ASN00086071,20130810,PRCP,0,NA,NA,a,NA
ASN00086071,20130811,TMAX,165,NA,NA,a,NA
ASN00086071,20130811,TMIN,84,NA,NA,a,NA
ASN00086071,20130811,PRCP,0,NA,NA,a,NA
ASN00086071,20130812,TMAX,147,NA,NA,a,NA
ASN00086071,20130812,TMIN,105,NA,NA,a,NA
ASN00086071,20130812,PRCP,0,NA,NA,a,NA
ASN00086071,20130813,TMAX,165,NA,NA,a,NA
ASN00086071,20130813,TMIN,84,NA,NA,a,NA
ASN00086071,20130813,PRCP,16,NA,NA,a,NA
ASN00086071,20130814,TMAX,144,NA,NA,a,NA
ASN00086071,20130814,TMIN,107,NA,NA,a,NA
ASN00086071,20130814,PRCP,0,NA,NA,a,NA
ASN00086071,20130815,TMAX,179,NA,NA,a,NA
ASN00086071,20130815,TMIN,74,NA,NA,a,NA
ASN00086071,20130815,PRCP,12,NA,NA,a,NA
ASN00086071,20130816,TMAX,175,NA,NA,a,NA
ASN00086071,20130816,TMIN,105,NA,NA,a,NA
ASN00086071,20130816,PRCP,0,NA,NA,a,NA
ASN00086071,20130817,TMAX,158,NA,NA,a,NA
ASN00086071,20130817,TMIN,94,NA,NA,a,NA
ASN00086071,20130818,TMAX,177,NA,NA,a,NA
ASN00086071,20130818,TMIN,109,NA,NA,a,NA
ASN00086071,20130819,TMAX,140,NA,NA,a,NA
ASN00086071,20130819,TMIN,76,NA,NA,a,NA
ASN00086071,20130819,PRCP,4,NA,NA,a,NA
ASN00086071,20130820,TMAX,135,NA,NA,a,NA
ASN00086071,20130820,TMIN,53,NA,NA,a,NA
ASN00086071,20130820,PRCP,6,NA,NA,a,NA
ASN00086071,20130821,TMAX,141,NA,NA,a,NA
ASN00086071,20130821,TMIN,68,NA,NA,a,NA
ASN00086071,20130821,PRCP,2,NA,NA,a,NA
ASN00086071,20130822,TMAX,154,NA,NA,a,NA
ASN00086071,20130822,TMIN,94,NA,NA,a,NA
ASN00086071,20130822,PRCP,0,NA,NA,a,NA
ASN00086071,20130823,TMAX,151,NA,NA,a,NA
ASN00086071,20130823,TMIN,111,NA,NA,a,NA
ASN00086071,20130823,PRCP,32,NA,NA,a,NA
ASN00086071,20130824,TMAX,168,NA,NA,a,NA
ASN00086071,20130824,TMIN,103,NA,NA,a,NA
ASN00086071,20130825,TMAX,174,NA,NA,a,NA
ASN00086071,20130825,TMIN,115,NA,NA,a,NA
ASN00086071,20130826,TMAX,191,NA,NA,a,NA
ASN00086071,20130826,TMIN,109,NA,NA,a,NA
ASN00086071,20130826,PRCP,0,NA,NA,a,NA
ASN00086071,20130827,TMAX,206,NA,NA,a,NA
ASN00086071,20130827,TMIN,91,NA,NA,a,NA
ASN00086071,20130827,PRCP,0,NA,NA,a,NA
ASN00086071,20130828,TMAX,225,NA,NA,a,NA
ASN00086071,20130828,TMIN,113,NA,NA,a,NA
ASN00086071,20130828,PRCP,0,NA,NA,a,NA
ASN00086071,20130829,TMAX,231,NA,NA,a,NA
ASN00086071,20130829,TMIN,139,NA,NA,a,NA
ASN00086071,20130829,PRCP,0,NA,NA,a,NA
ASN00086071,20130830,TMAX,193,NA,NA,a,NA
ASN00086071,20130830,TMIN,146,NA,NA,a,NA
ASN00086071,20130830,PRCP,36,NA,NA,a,NA
ASN00086071,20130831,TMAX,225,NA,NA,a,NA
ASN00086071,20130831,TMIN,106,NA,NA,a,NA
ASN00086071,20130831,PRCP,10,NA,NA,a,NA
ASN00086071,20130901,TMAX,238,NA,NA,a,NA
ASN00086071,20130901,TMIN,145,NA,NA,a,NA
ASN00086071,20130901,PRCP,2,NA,NA,a,NA
ASN00086071,20130902,TMAX,212,NA,NA,a,NA
ASN00086071,20130902,TMIN,148,NA,NA,a,NA
ASN00086071,20130902,PRCP,0,NA,NA,a,NA
ASN00086071,20130903,TMAX,246,NA,NA,a,NA
ASN00086071,20130903,TMIN,106,NA,NA,a,NA
ASN00086071,20130903,PRCP,0,NA,NA,a,NA
ASN00086071,20130904,TMAX,239,NA,NA,a,NA
ASN00086071,20130904,TMIN,142,NA,NA,a,NA
ASN00086071,20130904,PRCP,0,NA,NA,a,NA
ASN00086071,20130905,TMAX,198,NA,NA,a,NA
ASN00086071,20130905,TMIN,197,NA,NA,a,NA
ASN00086071,20130905,PRCP,0,NA,NA,a,NA
ASN00086071,20130906,TMAX,153,NA,NA,a,NA
ASN00086071,20130906,TMIN,118,NA,NA,a,NA
ASN00086071,20130906,PRCP,32,NA,NA,a,NA
ASN00086071,20130907,TMAX,201,NA,NA,a,NA
ASN00086071,20130907,TMIN,88,NA,NA,a,NA
ASN00086071,20130908,TMAX,183,NA,NA,a,NA
ASN00086071,20130908,TMIN,88,NA,NA,a,NA
ASN00086071,20130909,TMAX,229,NA,NA,a,NA
ASN00086071,20130909,TMIN,115,NA,NA,a,NA
ASN00086071,20130909,PRCP,2,NA,NA,a,NA
ASN00086071,20130910,TMAX,172,NA,NA,a,NA
ASN00086071,20130910,TMIN,119,NA,NA,a,NA
ASN00086071,20130910,PRCP,0,NA,NA,a,NA
ASN00086071,20130911,TMAX,179,NA,NA,a,NA
ASN00086071,20130911,TMIN,112,NA,NA,a,NA
ASN00086071,20130911,PRCP,2,NA,NA,a,NA
ASN00086071,20130912,TMAX,160,NA,NA,a,NA
ASN00086071,20130912,TMIN,85,NA,NA,a,NA
ASN00086071,20130912,PRCP,24,NA,NA,a,NA
ASN00086071,20130913,TMAX,160,NA,NA,a,NA
ASN00086071,20130913,TMIN,39,NA,NA,a,NA
ASN00086071,20130913,PRCP,20,NA,NA,a,NA
ASN00086071,20130914,TMAX,192,NA,NA,a,NA
ASN00086071,20130914,TMIN,78,NA,NA,a,NA
ASN00086071,20130915,TMAX,218,NA,NA,a,NA
ASN00086071,20130915,TMIN,104,NA,NA,a,NA
ASN00086071,20130916,TMAX,167,NA,NA,a,NA
ASN00086071,20130916,TMIN,130,NA,NA,a,NA
ASN00086071,20130916,PRCP,32,NA,NA,a,NA
ASN00086071,20130917,TMAX,196,NA,NA,a,NA
ASN00086071,20130917,TMIN,120,NA,NA,a,NA
ASN00086071,20130917,PRCP,238,NA,NA,a,NA
ASN00086071,20130918,TMAX,201,NA,NA,a,NA
ASN00086071,20130918,TMIN,131,NA,NA,a,NA
ASN00086071,20130918,PRCP,0,NA,NA,a,NA
ASN00086071,20130919,TMAX,173,NA,NA,a,NA
ASN00086071,20130919,TMIN,102,NA,NA,a,NA
ASN00086071,20130919,PRCP,104,NA,NA,a,NA
ASN00086071,20130920,TMAX,184,NA,NA,a,NA
ASN00086071,20130920,TMIN,103,NA,NA,a,NA
ASN00086071,20130920,PRCP,18,NA,NA,a,NA
ASN00086071,20130921,TMAX,193,NA,NA,a,NA
ASN00086071,20130921,TMIN,64,NA,NA,a,NA
ASN00086071,20130922,TMAX,212,NA,NA,a,NA
ASN00086071,20130922,TMIN,112,NA,NA,a,NA
ASN00086071,20130923,TMAX,240,NA,NA,a,NA
ASN00086071,20130923,TMIN,99,NA,NA,a,NA
ASN00086071,20130923,PRCP,0,NA,NA,a,NA
ASN00086071,20130924,TMAX,246,NA,NA,a,NA
ASN00086071,20130924,TMIN,149,NA,NA,a,NA
ASN00086071,20130924,PRCP,0,NA,NA,a,NA
ASN00086071,20130925,TMAX,248,NA,NA,a,NA
ASN00086071,20130925,TMIN,165,NA,NA,a,NA
ASN00086071,20130926,TMAX,162,NA,NA,a,NA
ASN00086071,20130926,TMIN,116,NA,NA,a,NA
ASN00086071,20130926,PRCP,314,NA,NA,a,NA
ASN00086071,20130927,TMAX,202,NA,NA,a,NA
ASN00086071,20130927,TMIN,72,NA,NA,a,NA
ASN00086071,20130927,PRCP,14,NA,NA,a,NA
ASN00086071,20130928,TMAX,164,NA,NA,a,NA
ASN00086071,20130928,TMIN,88,NA,NA,a,NA
ASN00086071,20130929,TMAX,214,NA,NA,a,NA
ASN00086071,20130929,TMIN,76,NA,NA,a,NA
ASN00086071,20130930,TMAX,237,NA,NA,a,NA
ASN00086071,20130930,TMIN,143,NA,NA,a,NA
ASN00086071,20130930,PRCP,2,NA,NA,a,NA
ASN00086071,20131001,TMAX,177,NA,NA,a,NA
ASN00086071,20131001,TMIN,116,NA,NA,a,NA
ASN00086071,20131001,PRCP,20,NA,NA,a,NA
ASN00086071,20131002,TMAX,171,NA,NA,a,NA
ASN00086071,20131002,TMIN,98,NA,NA,a,NA
ASN00086071,20131002,PRCP,2,NA,NA,a,NA
ASN00086071,20131003,TMAX,165,NA,NA,a,NA
ASN00086071,20131003,TMIN,82,NA,NA,a,NA
ASN00086071,20131003,PRCP,14,NA,NA,a,NA
ASN00086071,20131004,TMAX,215,NA,NA,a,NA
ASN00086071,20131004,TMIN,58,NA,NA,a,NA
ASN00086071,20131004,PRCP,4,NA,NA,a,NA
ASN00086071,20131005,TMAX,255,NA,NA,a,NA
ASN00086071,20131005,TMIN,128,NA,NA,a,NA
ASN00086071,20131006,TMAX,179,NA,NA,a,NA
ASN00086071,20131006,TMIN,135,NA,NA,a,NA
ASN00086071,20131007,TMAX,179,NA,NA,a,NA
ASN00086071,20131007,TMIN,93,NA,NA,a,NA
ASN00086071,20131007,PRCP,26,NA,NA,a,NA
ASN00086071,20131008,TMAX,218,NA,NA,a,NA
ASN00086071,20131008,TMIN,110,NA,NA,a,NA
ASN00086071,20131008,PRCP,10,NA,NA,a,NA
ASN00086071,20131009,TMAX,267,NA,NA,a,NA
ASN00086071,20131009,TMIN,136,NA,NA,a,NA
ASN00086071,20131009,PRCP,0,NA,NA,a,NA
ASN00086071,20131010,TMAX,166,NA,NA,a,NA
ASN00086071,20131010,TMIN,164,NA,NA,a,NA
ASN00086071,20131010,PRCP,0,NA,NA,a,NA
ASN00086071,20131011,TMAX,213,NA,NA,a,NA
ASN00086071,20131011,TMIN,100,NA,NA,a,NA
ASN00086071,20131011,PRCP,42,NA,NA,a,NA
ASN00086071,20131012,TMAX,255,NA,NA,a,NA
ASN00086071,20131012,TMIN,113,NA,NA,a,NA
ASN00086071,20131013,TMAX,174,NA,NA,a,NA
ASN00086071,20131013,TMIN,123,NA,NA,a,NA
ASN00086071,20131014,TMAX,150,NA,NA,a,NA
ASN00086071,20131014,TMIN,76,NA,NA,a,NA
ASN00086071,20131014,PRCP,52,NA,NA,a,NA
ASN00086071,20131015,TMAX,195,NA,NA,a,NA
ASN00086071,20131015,TMIN,94,NA,NA,a,NA
ASN00086071,20131015,PRCP,26,NA,NA,a,NA
ASN00086071,20131016,TMAX,274,NA,NA,a,NA
ASN00086071,20131016,TMIN,129,NA,NA,a,NA
ASN00086071,20131016,PRCP,0,NA,NA,a,NA
ASN00086071,20131017,TMAX,160,NA,NA,a,NA
ASN00086071,20131017,TMIN,108,NA,NA,a,NA
ASN00086071,20131017,PRCP,18,NA,NA,a,NA
ASN00086071,20131018,TMAX,221,NA,NA,a,NA
ASN00086071,20131018,TMIN,66,NA,NA,a,NA
ASN00086071,20131018,PRCP,8,NA,NA,a,NA
ASN00086071,20131019,TMAX,265,NA,NA,a,NA
ASN00086071,20131019,TMIN,122,NA,NA,a,NA
ASN00086071,20131019,PRCP,0,NA,NA,a,NA
ASN00086071,20131020,TMAX,316,NA,NA,a,NA
ASN00086071,20131020,TMIN,173,NA,NA,a,NA
ASN00086071,20131020,PRCP,0,NA,NA,a,NA
ASN00086071,20131021,TMAX,176,NA,NA,a,NA
ASN00086071,20131021,TMIN,148,NA,NA,a,NA
